"keyword","broaderLabel","relatedLabel"
"poliklinieken","ziekenhuizen","patiënten"
"spoedeisende hulp","ziekenhuizen","EHBO"
"spoedeisende hulp","ziekenhuizen","ongevallen"
"consultatiebureaus","gezondheidszorg","baby's"
"consultatiebureaus","gezondheidszorg","kraamzorg"
"verpleegkundigen","zorgberoepen","gezondheidszorg"
"verpleegkundigen","zorgberoepen","patiënten"
"verpleegkundigen","zorgberoepen","bejaardenverzorgers"
"verpleegkundigen","zorgberoepen","verpleeghuizen"
"verpleegkundigen","zorgberoepen","wijkverpleging"
"logopedie","therapieën","spraakstoornissen"
"oncologie","geneeskunde","kanker"
"oncologie","geneeskunde","tumoren"
"oncologie","geneeskunde","chemotherapie"
"oncologie","geneeskunde","interne geneeskunde"
"gedragsonderzoek","wetenschappelijk onderzoek","psychologie"
"gedragsonderzoek","wetenschappelijk onderzoek","gedrag"
"gedragsonderzoek","wetenschappelijk onderzoek","ethologie"
"gedragsonderzoek","wetenschappelijk onderzoek","psychiatrie"
"sterilisaties","medische behandelingen","voorbehoedmiddelen"
"sterilisaties","medische behandelingen","geboorteregeling"
"sterilisaties","medische behandelingen","castraties"
"therapieën","medische behandelingen","chemotherapie"
"therapieën","medische behandelingen","alternatieve geneeswijzen"
"therapieën","medische behandelingen","geestelijke gezondheidszorg"
"therapieën","medische behandelingen","stamcellen"
"kraamzorg","thuiszorg","geboorten"
"kraamzorg","thuiszorg","verloskunde"
"kraamzorg","thuiszorg","consultatiebureaus"
"kraamzorg","thuiszorg","kraamklinieken"
"verloskunde","geneeskunde","geboorten"
"verloskunde","geneeskunde","verloskundigen"
"verloskunde","geneeskunde","gynaecologie"
"verloskunde","geneeskunde","kraamzorg"
"verloskunde","geneeskunde","zwangerschappen"
"deshormoon","hormonen","zwangerschappen"
"deshormoon","hormonen","geneesmiddelen"
"geneeskunde","levenswetenschappen","ziekenhuizen"
"geneeskunde","levenswetenschappen","medische behandelingen"
"geneeskunde","levenswetenschappen","anatomie"
"geneeskunde","levenswetenschappen","medische ethiek"
"geneeskunde","levenswetenschappen","medische programma's"
"geneeskunde","levenswetenschappen","gezondheidszorg"
"geneeskunde","levenswetenschappen","patiënten"
"geneeskunde","levenswetenschappen","zorgberoepen"
"geneeskunde","levenswetenschappen","artsen"
"geneeskunde","levenswetenschappen","ziekten"
"geneeskunde","levenswetenschappen","medisch onderzoek"
"geneeskunde","levenswetenschappen","euthanasie"
"geneeskunde","levenswetenschappen","gerontologie"
"valkeniers","agrarische beroepen","jacht"
"valkeniers","agrarische beroepen","valken"
"valkeniers","agrarische beroepen","jagers"
"bijen","insecten","bijenteelt"
"gras","planten","hooien"
"gras","planten","kunstgras"
"gras","planten","weilanden"
"watervallen",,"fonteinen"
"watervallen",,"water"
"watervallen",,"rivieren"
"watervallen",,"waterkracht"
"verzilting",,"zout"
"verzilting",,"waterzuivering"
"verzilting",,"grondwater"
"verzilting",,"waterbeheer"
"verzilting",,"bodemverontreiniging"
"natuurgebieden",,"fauna"
"natuurgebieden",,"oerwouden"
"natuurgebieden",,"natuurreservaten"
"natuurgebieden",,"bossen"
"natuurgebieden",,"flora"
"natuurgebieden",,"zandverstuivingen"
"natuurgebieden",,"natuurbeheer"
"natuurgebieden",,"bedreigde plantensoorten"
"natuurgebieden",,"stilte"
"natuurgebieden",,"boswachters"
"natuurgebieden",,"regenwouden"
"natuurgebieden",,"natuur"
"natuurgebieden",,"landschappen"
"planten",,"kwekerijen"
"planten",,"tuinen"
"planten",,"plantkunde"
"planten",,"plantenziekten"
"planten",,"zaden"
"planten",,"akkerbouw"
"planten",,"flora"
"planten",,"kassen"
"planten",,"fossielen"
"kurk",,"flessen"
"kurk",,"eiken"
"dierenpensions",,"dierenasielen"
"dierenpensions",,"dierenverblijven"
"dierenpensions",,"pensions"
"dierenpensions",,"dierenverzorging"
"dierenpensions",,"huisdieren"
"natuur",,"seizoenen"
"natuur",,"natuurrampen"
"natuur",,"natuurreservaten"
"natuur",,"natuur- en milieuprogramma's"
"natuur",,"ecologie"
"natuur",,"natuurgebieden"
"natuur",,"natuurbeheer"
"natuur",,"natuurverschijnselen"
"biodiversiteit",,"fauna"
"biodiversiteit",,"uitgestorven diersoorten"
"biodiversiteit",,"exoten (flora en fauna)"
"biodiversiteit",,"ecologie"
"biodiversiteit",,"bedreigde plantensoorten"
"biodiversiteit",,"bedreigde diersoorten"
"biodiversiteit",,"flora"
"ongediertebestrijding",,"hygiëne"
"ongediertebestrijding",,"bestrijdingsmiddelen"
"ongediertebestrijding",,"ongedierte"
"akoestiek","natuurkunde","bouwkunde"
"akoestiek","natuurkunde","geluid"
"akoestiek","natuurkunde","geluidshinder"
"dijkverzwaringen","waterbouw","overstromingen"
"dijkverzwaringen","waterbouw","wateroverlast"
"dijkverzwaringen","waterbouw","kustverdediging"
"dijkverzwaringen","waterbouw","dijken"
"dijkverzwaringen","waterbouw","waterbeheer"
"wegenbouw",,"asfalt"
"wegenbouw",,"stratenmakers"
"wegenbouw",,"bouwkunde"
"wegenbouw",,"wegen"
"wegenbouw",,"openbare voorzieningen"
"wegenbouw",,"bruggen"
"wegenbouw",,"waterbouw"
"noten","voedingsmiddelen","plantaardige oliën en vetten"
"citrusvruchten","fruit",
"runderen","vee","veeteelt"
"runderen","vee","gekkekoeienziekte"
"runderen","hoefdieren","veeteelt"
"runderen","hoefdieren","gekkekoeienziekte"
"stieren","runderen","stierengevechten"
"honden","huisdieren","hondenrennen"
"postduiven","duiven","postwezen"
"postduiven","duiven","duivensport"
"kameleons","reptielen","kleuren"
"veenkoloniën","dorpen","veen"
"veenkoloniën","dorpen","nederzettingen"
"hondenrennen","vrijetijdsbesteding","races"
"hondenrennen","vrijetijdsbesteding","honden"
"ethologie","biologie","dieren"
"ethologie","biologie","dierkunde"
"ethologie","biologie","gedragsonderzoek"
"boswachters","dienstverlenende beroepen","natuurgebieden"
"boswachters","dienstverlenende beroepen","bossen"
"boswachters","dienstverlenende beroepen","agrarische beroepen"
"heesters","planten","bomen"
"heesters","planten","groenvoorziening"
"mossen","planten",
"cactussen","planten",
"plantkunde","biologie","botanische tuinen"
"plantkunde","biologie","flora"
"plantkunde","biologie","planten"
"ijsbergen","landschappen","bergen"
"ijsbergen","landschappen","ijs"
"ijsbergen","landschappen","gletsjers"
"ijsbergen","landschappen","poolgebieden"
"duinen","landschappen","kustverdediging"
"duinen","landschappen","helmgras"
"duinen","landschappen","zandopspuitingen"
"duinen","landschappen","waterkeringen"
"duinen","landschappen","zeeën"
"duinen","landschappen","heuvels"
"duinen","landschappen","zandverstuivingen"
"savannen","landschappen","steppen"
"heuvels","landschappen","valleien"
"heuvels","landschappen","bergen"
"heuvels","landschappen","duinen"
"bossen","landschappen","bosbranden"
"bossen","landschappen","oerwouden"
"bossen","landschappen","boswachters"
"bossen","landschappen","regenwouden"
"bossen","landschappen","bomen"
"bossen","landschappen","bosbouw"
"bossen","landschappen","ontbossing"
"bossen","landschappen","natuurgebieden"
"bossen","landschappen","parken"
"olifanten","zoogdieren","ivoor"
"orchideeën","bloemen",
"tulpen","bloemen","bloembollen"
"riet","gras","rietdekkers"
"riet","gras","rotan"
"riet","gras","suikerriet"
"riet","gras","rietvlechters"
"lammeren","jonge dieren",
"lammeren","schapen",
"karbouwen","runderen","buffels"
"karbouwen","runderen","waterbuffels"
"jachtluipaarden","katachtigen",
"giraffes","hoefdieren",
"geisers","waterbronnen","water"
"elanden","herten",
"eekhoorns","knaagdieren",
"dassen","roofdieren",
"antilopen","hoefdieren","gnoes"
"antilopen","hoefdieren","impala's"
"roofvogels","vogels",
"patrijzen","hoenderachtigen",
"eksters","zangvogels",
"eikenprocessierupsen","rupsen","eiken"
"kievieten","steltlopers",
"kievieten","weidevogels",
"kiekendieven","roofvogels",
"krokodillen","reptielen",
"vulkanen","bergen","vulkaanuitbarstingen"
"zeeleeuwen","zeezoogdieren",
"wilgen","bomen",
"vennen","meren","heide"
"spinnen","spinachtigen",
"pinguïns","watervogels",
"orang-oetans","apen",
"neushoorns","hoefdieren",
"mussen","zangvogels",
"muilezels","hoefdieren","paarden"
"muilezels","hoefdieren","ezels"
"merels","zangvogels",
"maki's","zoogdieren","apen"
"libellen","insecten",
"klokkengieterijen","gieterijen","carillons"
"klokkengieterijen","gieterijen","klokken"
"klokkengieterijen","gieterijen","torenklokken"
"koffiebranderijen","voedingsmiddelenindustrie","koffie"
"weverijen","textielindustrie","weven"
"weverijen","textielindustrie","textiel"
"productschappen","organisaties","ondernemingen"
"productschappen","organisaties","belangenorganisaties"
"mijnongevallen","ongevallen","mijnbouw"
"mijnongevallen","ongevallen","kolenmijnen"
"mijnongevallen","ongevallen","rampen"
"zoutwinning","delfstoffenwinning","bodemdaling"
"zoutwinning","delfstoffenwinning","zout"
"zoutwinning","delfstoffenwinning","delfstoffen"
"distilleerderijen","industrie","alcoholische dranken"
"distilleerderijen","industrie","alcohol"
"industriële archeologie","archeologie","architectuur"
"industriële archeologie","archeologie","fabrieken"
"industriële archeologie","archeologie","industrie"
"industriële archeologie","archeologie","machines"
"industriële archeologie","archeologie","monumenten"
"metaalindustrie","industrie","metaalbewerking"
"metaalindustrie","industrie","metalen"
"metaalindustrie","industrie","smeden"
"gieterijen","metaalindustrie","metaalbewerking"
"gieterijen","metaalindustrie","staalindustrie"
"gieterijen","metaalindustrie","koper"
"gieterijen","metaalindustrie","ijzer"
"gieterijen","metaalindustrie","brons"
"gieterijen","metaalindustrie","tin"
"gieterijen","metaalindustrie","smeden"
"booreilanden",,"aardoliewinning"
"booreilanden",,"zeeën"
"booreilanden",,"boortorens"
"booreilanden",,"aardgaswinning"
"weidevogels","vogels",
"mijten","spinachtigen","ongedierte"
"mijten","spinachtigen","ziekte van Lyme"
"snippen","weidevogels",
"snippen","steltlopers",
"panda's","roofdieren","beren"
"panda's","roofdieren","wasberen"
"luipaarden","katachtigen","panters"
"stadsvernieuwing",,"renovaties"
"stadsvernieuwing",,"bouwbedrijven"
"stadsvernieuwing",,"afbraak"
"stadsvernieuwing",,"stedenbouw"
"stadsvernieuwing",,"restauraties"
"stadsvernieuwing",,"steden"
"weekbladen","tijdschriften","roddelpers"
"stoorzenders","radiozenders",
"digitale radio","radio","digitale techniek"
"jongerenprogramma's","radioprogramma's","tieners"
"jongerenprogramma's","radioprogramma's","jeugd"
"jongerenprogramma's","radioprogramma's","kinderprogramma's"
"jongerenprogramma's","televisieprogramma's","tieners"
"jongerenprogramma's","televisieprogramma's","jeugd"
"jongerenprogramma's","televisieprogramma's","kinderprogramma's"
"docudrama's","televisieprogramma's","documentaires"
"docudrama's","televisieprogramma's","historische reconstructies"
"docudrama's","televisieprogramma's","televisiedrama's"
"journalisten","mediaberoepen","persconferenties"
"journalisten","mediaberoepen","journalistiek"
"journalisten","mediaberoepen","schrijvers"
"journalisten","mediaberoepen","columnisten"
"journalisten","mediaberoepen","redacteuren"
"publieke omroep","omroep","lokale omroepen"
"publieke omroep","omroep","regionale omroepen"
"publieke omroep","omroep","kijk- en luistergeld"
"publieke omroep","omroep","commerciële omroep"
"publieke omroep","omroep","omroeporganisaties"
"kranten","publicaties","muurkranten"
"kranten","publicaties","persfotografen"
"kranten","publicaties","knipsels"
"kranten","publicaties","kiosken"
"kranten","publicaties","krantenbezorgers"
"kranten","publicaties","pers"
"kranten","publicaties","straatverkopers"
"inspiciënten","mediaberoepen","hoorspelen"
"inspiciënten","mediaberoepen","toneel"
"inspiciënten","mediaberoepen","rekwisieten"
"inspiciënten","mediaberoepen","decors"
"radioprogramma's",,"radiostudio's"
"radioprogramma's",,"werkopnamen"
"radioprogramma's",,"programmamakers"
"radioprogramma's",,"verkeersinformatie"
"radioprogramma's",,"curiosa"
"radioprogramma's",,"jingles"
"radioprogramma's",,"diskjockeys"
"radioprogramma's",,"tunes"
"radioprogramma's",,"podcasting"
"radioprogramma's",,"geluidstechnici"
"radioprogramma's",,"hitparades"
"radioprogramma's",,"radio"
"radioprogramma's",,"regie"
"radioprogramma's",,"oral history"
"radioprogramma's",,"bloopers"
"radioprogramma's",,"promo's"
"pers",,"journalistiek"
"pers",,"media"
"pers",,"drukkerijen"
"pers",,"persconferenties"
"pers",,"public relations"
"pers",,"tijdschriften"
"pers",,"drukpersen"
"pers",,"recensies"
"pers",,"kranten"
"pers",,"publicaties"
"pers",,"persfotografen"
"pers",,"vrijheid van meningsuiting"
"pers",,"persbureaus"
"pers",,"propaganda"
"pers",,"uitgeverijen"
"pers",,"voorlichting"
"zenderindeling",,"televisiezenders"
"zenderindeling",,"radiozenders"
"zenderindeling",,"zenders"
"tunes",,"televisieprogramma's"
"tunes",,"jingles"
"tunes",,"promo's"
"tunes",,"radioprogramma's"
"scoops",,"roddelpers"
"scoops",,"journalistiek"
"scoops",,"nieuwsuitzendingen"
"instrumenten","producten","instrumentmakers"
"instrumenten","producten","gereedschappen"
"instrumenten","producten","tools"
"instrumenten","producten","apparatuur"
"instrumenten","producten","wetenschappelijk onderzoek"
"prauwen","schepen","kano's"
"hovercrafts","schepen","catamarans"
"hovercrafts","schepen","draagvleugelboten"
"vlotten","bijzondere vaartuigen","reddingsboten"
"vlotten","bijzondere vaartuigen","sloepen"
"walvisvaarders","schepen","walvisvangst"
"walvisvaarders","schepen","walvissen"
"vrachtschepen","schepen","koopvaardijschepen"
"vrachtschepen","schepen","goederenvervoer"
"vrachtschepen","schepen","zeevaart"
"vrachtschepen","schepen","containers"
"vrachtschepen","schepen","laden en lossen"
"vrachtschepen","schepen","stukgoederen"
"vlootschouwen","demonstraties","marine"
"vlootschouwen","demonstraties","feesten"
"vlootschouwen","demonstraties","vlootoefeningen"
"vlootschouwen","demonstraties","militaire vaartuigen"
"drenkelingen","mensen","verdrinkingsdood"
"drenkelingen","mensen","scheepsongevallen"
"drenkelingen","mensen","reddingen"
"drenkelingen","mensen","slachtoffers"
"drenkelingen","mensen","reddingsbrigades"
"drenkelingen","mensen","reddingsboten"
"machinisten","spoorwegpersoneel","machines"
"machinisten","spoorwegpersoneel","schepen"
"machinisten","spoorwegpersoneel","treinen"
"machinisten","technische beroepen","machines"
"machinisten","technische beroepen","schepen"
"machinisten","technische beroepen","treinen"
"kustvaart","scheepvaart","kusten"
"kustvaart","scheepvaart","kustvaarders"
"kustvaart","scheepvaart","havens"
"kustvaart","scheepvaart","handel"
"kustvaart","scheepvaart","zeevaart"
"duwvaart","binnenvaart","sleepvaart"
"scheepvaart","verkeer","vuurtorens"
"scheepvaart","verkeer","schepen"
"scheepvaart","verkeer","zeevaartscholen"
"scheepvaart","verkeer","havens"
"scheepvaart","verkeer","verstekelingen"
"scheepvaart","verkeer","schippers"
"scheepvaart","verkeer","waterpolitie"
"scheepvaart","verkeer","seinen"
"scheepvaart","verkeer","loodswezen"
"scheepvaart","verkeer","scheepsbouw"
"scheepvaart","verkeer","navigatie"
"scheepvaart","verkeer","marconisten"
"scheepvaart","verkeer","vervoer"
"scheepvaart","verkeer","rederijen"
"scheepvaart","verkeer","bakens"
"scheepvaart","verkeer","scheepsongevallen"
"schepen","vervoermiddelen","bootvluchtelingen"
"schepen","vervoermiddelen","dokken"
"schepen","vervoermiddelen","scheepsongevallen"
"schepen","vervoermiddelen","scheepsbouwkunde"
"schepen","vervoermiddelen","scheepvaart"
"schepen","vervoermiddelen","vaarbewijzen"
"schepen","vervoermiddelen","konvooien"
"schepen","vervoermiddelen","tewaterlatingen"
"schepen","vervoermiddelen","rederijen"
"schepen","vervoermiddelen","parlevinkers"
"schepen","vervoermiddelen","machinisten"
"schepen","vervoermiddelen","havens"
"schepen","vervoermiddelen","scheepsbouw"
"schepen","vervoermiddelen","bergingen"
"schepen","vervoermiddelen","modelbouw"
"bakens",,"scheepvaart"
"bakens",,"waterwegen"
"bakens",,"seinen"
"bakens",,"lichtschepen"
"bakens",,"vuurtorens"
"woonwagenkampen","kampen","woonwagens"
"barakken","gebouwen","kampementen"
"barakken","gebouwen","noodwoningen"
"barakken","gebouwen","kazernes"
"barakken","gebouwen","woningen"
"barakken","gebouwen","schuren"
"barakken","gebouwen","kampen"
"vuur","energiebronnen","rook"
"vuur","energiebronnen","vuurvreters"
"vuur","energiebronnen","warmte"
"vuur","energiebronnen","branden"
"radioactief afval","afval","radioactiviteit"
"radioactief afval","afval","milieuverontreiniging"
"radioactief afval","afval","radioactieve stoffen"
"radioactief afval","afval","kerncentrales"
"radioactief afval","afval","kernreactors"
"radioactief afval","afval","gevaarlijke stoffen"
"radioactief afval","afval","opwerkingsfabrieken"
"radioactief afval","afval","kernenergie"
"radioactief afval","afval","kernincidenten"
"radioactief afval","afval","opslagplaatsen"
"warmte",,"vuur"
"warmte",,"kou"
"warmte",,"hittegolven"
"warmte",,"energie"
"warmte",,"infrarood"
"warmte",,"zomer"
"warmte",,"verwarming"
"warmte",,"broeikaseffect"
"warmte",,"weer"
"energiebronnen",,"energie"
"energiebronnen",,"zonnepanelen"
"energiebronnen",,"alternatieve energie"
"energiebronnen",,"brandstoffen"
"energiebronnen",,"energiecrises"
"energiebronnen",,"duurzaamheid"
"energiebronnen",,"energiebeleid"
"waterzuivering",,"waterverontreiniging"
"waterzuivering",,"drinkwater"
"waterzuivering",,"waterbeheer"
"waterzuivering",,"schoonmaken"
"waterzuivering",,"watervoorziening"
"waterzuivering",,"verzilting"
"waterzuivering",,"water"
"waterzuivering",,"waterleidingbedrijven"
"laboranten","technische beroepen","zorgberoepen"
"laboranten","technische beroepen","medisch onderzoek"
"laboranten","technische beroepen","laboratoria"
"biotechnologie","technologie","klonen"
"biotechnologie","technologie","genetische modificatie"
"biotechnologie","technologie","bio-industrie"
"biotechnologie","technologie","schimmels"
"biotechnologie","technologie","bacteriën"
"biotechnologie","technologie","biologie"
"biotechnologie","technologie","biochemie"
